,Meteo,Vento,Gioca
0,Soleggiato,Assente,No
1,Soleggiato,Assente,Sì
2,Nuvoloso,Debole,Sì
3,Nuvoloso,Debole,No
4,Soleggiato,Assente,Sì
5,Nuvoloso,Debole,No
6,Nuvoloso,Debole,No
7,Soleggiato,Assente,No
8,Soleggiato,Assente,Sì
9,Soleggiato,Assente,No
10,Piovoso,Debole,Sì
11,Soleggiato,Assente,Sì
12,Nuvoloso,Debole,No
13,Nuvoloso,Debole,Sì
14,Soleggiato,Assente,Sì
15,Soleggiato,Assente,Sì
16,Soleggiato,Debole,Sì
17,Nuvoloso,Debole,No
18,Soleggiato,Assente,Sì
19,Soleggiato,Assente,Sì
20,Nuvoloso,Assente,No
21,Soleggiato,Assente,Sì
22,Soleggiato,Assente,No
23,Soleggiato,Assente,Sì
24,Nuvoloso,Forte,No
25,Nuvoloso,Assente,Sì
26,Nuvoloso,Forte,No
27,Nuvoloso,Debole,No
28,Soleggiato,Assente,Sì
29,Soleggiato,Assente,Sì
30,Nuvoloso,Forte,No
31,Nuvoloso,Debole,No
32,Piovoso,Assente,No
33,Piovoso,Assente,No
34,Nuvoloso,Assente,Sì
35,Piovoso,Assente,No
36,Piovoso,Assente,No
37,Soleggiato,Assente,Sì
38,Soleggiato,Debole,No
39,Piovoso,Forte,Sì
40,Nuvoloso,Debole,Sì
41,Nuvoloso,Assente,No
42,Soleggiato,Assente,Sì
43,Soleggiato,Assente,Sì
44,Soleggiato,Assente,No
45,Nuvoloso,Assente,Sì
46,Piovoso,Forte,No
47,Nuvoloso,Assente,No
48,Nuvoloso,Debole,No
49,Piovoso,Assente,No
50,Nuvoloso,Debole,No
51,Nuvoloso,Debole,Sì
52,Soleggiato,Assente,Sì
53,Nuvoloso,Assente,No
54,Piovoso,Debole,No
55,Nuvoloso,Assente,Sì
56,Nuvoloso,Debole,Sì
57,Nuvoloso,Debole,No
58,Nuvoloso,Forte,No
59,Nuvoloso,Assente,No
60,Nuvoloso,Debole,No
61,Soleggiato,Assente,Sì
62,Nuvoloso,Debole,Sì
63,Soleggiato,Debole,No
64,Nuvoloso,Forte,No
65,Nuvoloso,Forte,No
66,Soleggiato,Assente,Sì
67,Nuvoloso,Assente,No
68,Nuvoloso,Debole,No
69,Piovoso,Forte,Sì
70,Soleggiato,Assente,Sì
71,Nuvoloso,Assente,No
72,Piovoso,Assente,Sì
73,Piovoso,Assente,No
74,Piovoso,Forte,Sì
75,Piovoso,Assente,No
76,Piovoso,Debole,No
77,Piovoso,Forte,No
78,Piovoso,Assente,No
79,Nuvoloso,Assente,No
80,Soleggiato,Forte,Sì
81,Nuvoloso,Debole,Sì
82,Nuvoloso,Debole,No
83,Nuvoloso,Debole,Sì
84,Soleggiato,Assente,Sì
85,Soleggiato,Assente,Sì
86,Nuvoloso,Assente,Sì
87,Soleggiato,Debole,No
88,Nuvoloso,Forte,No
89,Nuvoloso,Assente,No
90,Nuvoloso,Assente,Sì
91,Soleggiato,Assente,Sì
92,Soleggiato,Assente,Sì
93,Nuvoloso,Debole,Sì
94,Nuvoloso,Debole,Sì
95,Soleggiato,Assente,Sì
96,Nuvoloso,Assente,Sì
97,Soleggiato,Assente,No
98,Nuvoloso,Assente,Sì
99,Piovoso,Forte,No
100,Nuvoloso,Debole,Sì
101,Nuvoloso,Forte,No
102,Nuvoloso,Debole,No
103,Nuvoloso,Debole,No
104,Nuvoloso,Assente,No
105,Piovoso,Assente,No
106,Nuvoloso,Debole,Sì
107,Nuvoloso,Assente,No
108,Soleggiato,Assente,Sì
109,Soleggiato,Assente,No
110,Nuvoloso,Debole,Sì
111,Piovoso,Forte,No
112,Piovoso,Assente,No
113,Soleggiato,Forte,No
114,Nuvoloso,Debole,No
115,Nuvoloso,Assente,No
116,Soleggiato,Assente,Sì
117,Soleggiato,Assente,Sì
118,Nuvoloso,Forte,No
119,Nuvoloso,Forte,Sì
120,Soleggiato,Assente,Sì
121,Piovoso,Forte,No
122,Nuvoloso,Debole,No
123,Nuvoloso,Debole,No
124,Nuvoloso,Forte,No
125,Soleggiato,Debole,Sì
126,Nuvoloso,Assente,Sì
127,Nuvoloso,Debole,No
128,Piovoso,Assente,No
129,Nuvoloso,Debole,No
130,Nuvoloso,Forte,No
131,Nuvoloso,Assente,Sì
132,Soleggiato,Forte,No
133,Nuvoloso,Assente,Sì
134,Nuvoloso,Debole,Sì
135,Nuvoloso,Assente,Sì
136,Piovoso,Forte,No
137,Piovoso,Debole,Sì
138,Nuvoloso,Forte,No
139,Nuvoloso,Assente,No
140,Nuvoloso,Forte,No
141,Piovoso,Forte,No
142,Nuvoloso,Assente,Sì
143,Soleggiato,Assente,No
144,Piovoso,Debole,No
145,Nuvoloso,Assente,Sì
146,Soleggiato,Assente,Sì
147,Soleggiato,Assente,Sì
148,Piovoso,Forte,Sì
149,Soleggiato,Assente,No
150,Soleggiato,Assente,Sì
151,Piovoso,Debole,No
152,Soleggiato,Assente,Sì
153,Soleggiato,Assente,Sì
