,Meteo,Vento,Gioca
0,Nuvoloso,Assente,Sì
1,Nuvoloso,Assente,No
2,Piovoso,Assente,No
3,Nuvoloso,Assente,Sì
4,Soleggiato,Assente,Sì
5,Nuvoloso,Assente,No
6,Nuvoloso,Assente,Sì
7,Nuvoloso,Debole,No
8,Soleggiato,Debole,No
9,Nuvoloso,Assente,Sì
10,Soleggiato,Debole,No
11,Nuvoloso,Debole,Sì
12,Nuvoloso,Debole,No
13,Nuvoloso,Debole,Sì
14,Piovoso,Debole,Sì
15,Soleggiato,Assente,Sì
16,Soleggiato,Assente,Sì
17,Nuvoloso,Assente,Sì
18,Nuvoloso,Assente,No
19,Nuvoloso,Assente,No
20,Soleggiato,Forte,No
21,Soleggiato,Assente,Sì
22,Nuvoloso,Debole,No
23,Soleggiato,Assente,No
24,Nuvoloso,Debole,No
25,Soleggiato,Forte,Sì
26,Soleggiato,Debole,Sì
27,Nuvoloso,Assente,No
28,Nuvoloso,Assente,No
29,Nuvoloso,Assente,Sì
30,Nuvoloso,Assente,No
31,Soleggiato,Assente,Sì
32,Soleggiato,Debole,Sì
33,Piovoso,Forte,No
34,Nuvoloso,Assente,Sì
35,Nuvoloso,Debole,Sì
36,Soleggiato,Assente,No
37,Piovoso,Assente,No
38,Nuvoloso,Assente,No
39,Nuvoloso,Assente,No
40,Piovoso,Debole,No
41,Piovoso,Debole,No
42,Piovoso,Debole,Sì
43,Nuvoloso,Debole,Sì
44,Soleggiato,Assente,Sì
45,Nuvoloso,Forte,Sì
46,Soleggiato,Debole,Sì
47,Soleggiato,Debole,Sì
48,Nuvoloso,Assente,Sì
49,Soleggiato,Forte,Sì
50,Piovoso,Debole,No
51,Piovoso,Forte,No
52,Soleggiato,Assente,Sì
53,Soleggiato,Assente,Sì
54,Nuvoloso,Debole,Sì
55,Nuvoloso,Debole,Sì
56,Soleggiato,Forte,Sì
57,Nuvoloso,Assente,No
58,Nuvoloso,Forte,No
59,Piovoso,Forte,Sì
60,Piovoso,Assente,Sì
61,Piovoso,Debole,Sì
62,Piovoso,Debole,No
63,Piovoso,Assente,Sì
64,Soleggiato,Assente,Sì
65,Nuvoloso,Assente,Sì
66,Nuvoloso,Assente,No
67,Soleggiato,Forte,No
68,Soleggiato,Debole,Sì
69,Nuvoloso,Assente,Sì
70,Nuvoloso,Assente,Sì
71,Nuvoloso,Forte,Sì
72,Soleggiato,Assente,Sì
73,Soleggiato,Assente,Sì
74,Nuvoloso,Debole,No
75,Nuvoloso,Assente,No
76,Soleggiato,Forte,Sì
77,Soleggiato,Assente,Sì
78,Nuvoloso,Assente,Sì
79,Nuvoloso,Assente,No
80,Soleggiato,Assente,No
81,Nuvoloso,Assente,No
82,Piovoso,Forte,No
83,Nuvoloso,Debole,Sì
84,Nuvoloso,Debole,No
85,Soleggiato,Assente,Sì
86,Piovoso,Forte,No
87,Nuvoloso,Assente,No
88,Piovoso,Assente,No
89,Soleggiato,Assente,Sì
90,Soleggiato,Debole,No
91,Nuvoloso,Assente,No
92,Piovoso,Assente,Sì
93,Soleggiato,Assente,No
94,Soleggiato,Assente,Sì
95,Nuvoloso,Forte,No
96,Nuvoloso,Assente,No
97,Soleggiato,Assente,No
98,Nuvoloso,Assente,No
99,Soleggiato,Assente,No
100,Soleggiato,Debole,Sì
101,Soleggiato,Assente,Sì
102,Soleggiato,Forte,No
103,Soleggiato,Forte,No
104,Soleggiato,Debole,Sì
105,Nuvoloso,Assente,Sì
106,Nuvoloso,Debole,No
107,Nuvoloso,Assente,No
108,Nuvoloso,Assente,Sì
109,Piovoso,Debole,No
110,Nuvoloso,Debole,No
111,Piovoso,Assente,No
112,Soleggiato,Debole,Sì
113,Piovoso,Forte,No
114,Piovoso,Assente,Sì
115,Soleggiato,Assente,Sì
116,Piovoso,Assente,Sì
117,Nuvoloso,Forte,Sì
118,Nuvoloso,Assente,Sì
119,Nuvoloso,Debole,No
120,Soleggiato,Assente,No
121,Nuvoloso,Assente,No
122,Piovoso,Forte,Sì
123,Nuvoloso,Forte,Sì
124,Piovoso,Debole,Sì
125,Nuvoloso,Forte,Sì
126,Soleggiato,Assente,No
127,Nuvoloso,Debole,No
128,Nuvoloso,Debole,Sì
129,Soleggiato,Debole,No
130,Nuvoloso,Assente,Sì
131,Piovoso,Forte,No
132,Nuvoloso,Assente,No
133,Piovoso,Debole,Sì
134,Piovoso,Debole,Sì
135,Piovoso,Assente,Sì
136,Piovoso,Assente,Sì
137,Nuvoloso,Assente,No
138,Soleggiato,Debole,Sì
139,Soleggiato,Debole,Sì
140,Piovoso,Forte,No
141,Nuvoloso,Debole,No
142,Nuvoloso,Forte,No
143,Piovoso,Assente,Sì
144,Nuvoloso,Forte,No
145,Nuvoloso,Forte,No
146,Soleggiato,Assente,No
147,Piovoso,Debole,Sì
148,Nuvoloso,Debole,Sì
149,Soleggiato,Assente,Sì
150,Piovoso,Debole,Sì
151,Nuvoloso,Assente,Sì
152,Piovoso,Assente,No
153,Nuvoloso,Debole,No
154,Soleggiato,Forte,Sì
155,Piovoso,Debole,No
156,Soleggiato,Debole,Sì
157,Soleggiato,Forte,Sì
158,Soleggiato,Assente,Sì
159,Soleggiato,Assente,Sì
160,Nuvoloso,Assente,No
161,Soleggiato,Forte,Sì
162,Soleggiato,Debole,No
163,Nuvoloso,Assente,No
164,Piovoso,Assente,No
165,Nuvoloso,Debole,Sì
166,Soleggiato,Assente,Sì
167,Nuvoloso,Assente,Sì
168,Nuvoloso,Assente,No
169,Soleggiato,Assente,No
170,Nuvoloso,Assente,Sì
171,Soleggiato,Debole,No
172,Nuvoloso,Debole,No
173,Soleggiato,Assente,Sì
174,Soleggiato,Debole,Sì
175,Nuvoloso,Forte,No
176,Nuvoloso,Forte,No
177,Nuvoloso,Forte,Sì
178,Soleggiato,Debole,No
179,Soleggiato,Debole,Sì
180,Nuvoloso,Debole,Sì
181,Soleggiato,Assente,No
182,Nuvoloso,Forte,No
183,Soleggiato,Assente,No
184,Nuvoloso,Assente,No
185,Soleggiato,Assente,Sì
186,Soleggiato,Assente,No
187,Piovoso,Assente,No
188,Nuvoloso,Forte,No
189,Nuvoloso,Forte,No
190,Nuvoloso,Assente,No
191,Soleggiato,Assente,No
192,Piovoso,Forte,No
193,Nuvoloso,Forte,No
194,Piovoso,Assente,No
195,Piovoso,Forte,No
196,Soleggiato,Assente,Sì
197,Nuvoloso,Debole,No
198,Soleggiato,Forte,No
199,Soleggiato,Debole,Sì
200,Piovoso,Assente,Sì
201,Nuvoloso,Assente,No
202,Soleggiato,Forte,No
203,Nuvoloso,Assente,Sì
204,Soleggiato,Assente,Sì
205,Nuvoloso,Assente,No
206,Piovoso,Forte,No
207,Soleggiato,Debole,No
208,Nuvoloso,Assente,No
209,Soleggiato,Forte,Sì
210,Nuvoloso,Debole,No
211,Soleggiato,Assente,Sì
212,Nuvoloso,Assente,Sì
213,Piovoso,Debole,No
214,Piovoso,Assente,No
215,Nuvoloso,Assente,Sì
216,Nuvoloso,Assente,Sì
217,Soleggiato,Assente,Sì
218,Soleggiato,Assente,Sì
219,Soleggiato,Forte,Sì
220,Soleggiato,Debole,No
221,Nuvoloso,Forte,No
222,Soleggiato,Debole,Sì
223,Nuvoloso,Forte,No
224,Soleggiato,Debole,Sì
225,Piovoso,Assente,Sì
226,Soleggiato,Forte,Sì
227,Soleggiato,Debole,Sì
228,Nuvoloso,Debole,No
229,Nuvoloso,Debole,No
230,Soleggiato,Debole,Sì
231,Soleggiato,Assente,Sì
232,Nuvoloso,Forte,No
233,Piovoso,Assente,No
234,Nuvoloso,Forte,Sì
235,Piovoso,Assente,No
236,Nuvoloso,Assente,Sì
237,Soleggiato,Forte,Sì
238,Nuvoloso,Forte,Sì
239,Soleggiato,Debole,Sì
240,Nuvoloso,Debole,No
241,Soleggiato,Forte,No
242,Soleggiato,Assente,Sì
243,Piovoso,Debole,No
244,Nuvoloso,Forte,No
245,Soleggiato,Assente,Sì
246,Soleggiato,Forte,Sì
247,Nuvoloso,Assente,No
248,Piovoso,Assente,No
249,Soleggiato,Forte,Sì
250,Piovoso,Forte,No
251,Nuvoloso,Debole,No
252,Soleggiato,Debole,Sì
253,Nuvoloso,Assente,Sì
254,Piovoso,Debole,No
255,Nuvoloso,Assente,No
256,Nuvoloso,Assente,Sì
257,Piovoso,Assente,Sì
258,Piovoso,Debole,No
259,Soleggiato,Forte,No
260,Nuvoloso,Forte,Sì
261,Nuvoloso,Assente,No
262,Nuvoloso,Assente,Sì
263,Soleggiato,Assente,Sì
264,Piovoso,Assente,Sì
265,Nuvoloso,Assente,No
266,Nuvoloso,Assente,No
267,Soleggiato,Assente,Sì
268,Nuvoloso,Debole,No
269,Soleggiato,Forte,Sì
270,Nuvoloso,Assente,Sì
271,Nuvoloso,Assente,No
272,Soleggiato,Assente,No
273,Soleggiato,Assente,No
274,Nuvoloso,Forte,No
275,Soleggiato,Forte,Sì
276,Soleggiato,Assente,Sì
277,Soleggiato,Assente,Sì
278,Nuvoloso,Assente,No
279,Nuvoloso,Forte,No
280,Soleggiato,Assente,No
281,Nuvoloso,Forte,No
282,Soleggiato,Assente,Sì
283,Nuvoloso,Forte,Sì
284,Piovoso,Debole,No
285,Soleggiato,Debole,Sì
286,Nuvoloso,Debole,No
287,Nuvoloso,Assente,Sì
288,Piovoso,Forte,No
289,Nuvoloso,Assente,Sì
290,Soleggiato,Assente,Sì
291,Soleggiato,Assente,Sì
292,Nuvoloso,Assente,No
293,Piovoso,Assente,Sì
294,Nuvoloso,Debole,Sì
295,Soleggiato,Assente,Sì
296,Soleggiato,Assente,Sì
297,Nuvoloso,Forte,Sì
298,Soleggiato,Forte,Sì
299,Nuvoloso,Assente,No
300,Soleggiato,Forte,Sì
301,Piovoso,Debole,No
302,Nuvoloso,Forte,Sì
303,Soleggiato,Forte,Sì
304,Soleggiato,Assente,Sì
305,Nuvoloso,Assente,Sì
306,Nuvoloso,Assente,Sì
307,Nuvoloso,Debole,Sì
308,Piovoso,Debole,No
309,Piovoso,Forte,No
310,Piovoso,Assente,No
311,Soleggiato,Debole,Sì
312,Nuvoloso,Debole,No
313,Nuvoloso,Assente,Sì
314,Soleggiato,Assente,Sì
315,Soleggiato,Debole,Sì
316,Nuvoloso,Assente,Sì
317,Nuvoloso,Debole,No
318,Soleggiato,Assente,Sì
319,Soleggiato,Debole,Sì
320,Soleggiato,Debole,Sì
321,Soleggiato,Debole,Sì
322,Nuvoloso,Forte,Sì
323,Soleggiato,Debole,Sì
324,Soleggiato,Assente,Sì
325,Nuvoloso,Debole,Sì
326,Soleggiato,Debole,No
327,Nuvoloso,Assente,No
328,Nuvoloso,Assente,No
329,Nuvoloso,Assente,Sì
330,Nuvoloso,Debole,No
331,Soleggiato,Assente,Sì
332,Nuvoloso,Debole,No
333,Nuvoloso,Assente,No
334,Piovoso,Assente,No
335,Soleggiato,Debole,Sì
336,Nuvoloso,Debole,No
337,Nuvoloso,Debole,No
338,Nuvoloso,Forte,No
339,Piovoso,Assente,Sì
340,Nuvoloso,Assente,No
341,Nuvoloso,Forte,No
342,Soleggiato,Assente,Sì
343,Nuvoloso,Assente,No
344,Soleggiato,Debole,Sì
345,Nuvoloso,Debole,Sì
346,Nuvoloso,Assente,No
347,Nuvoloso,Forte,No
348,Nuvoloso,Assente,No
349,Soleggiato,Assente,Sì
350,Piovoso,Assente,No
351,Soleggiato,Forte,Sì
352,Nuvoloso,Assente,Sì
353,Soleggiato,Assente,Sì
354,Piovoso,Assente,Sì
355,Nuvoloso,Assente,No
356,Nuvoloso,Assente,Sì
357,Nuvoloso,Debole,No
358,Piovoso,Assente,Sì
359,Piovoso,Forte,No
360,Nuvoloso,Forte,No
361,Soleggiato,Assente,Sì
362,Nuvoloso,Assente,No
363,Soleggiato,Forte,Sì
364,Piovoso,Forte,No
365,Nuvoloso,Assente,No
366,Piovoso,Forte,No
367,Nuvoloso,Assente,No
368,Nuvoloso,Assente,No
369,Nuvoloso,Forte,No
370,Nuvoloso,Forte,No
371,Piovoso,Assente,Sì
372,Nuvoloso,Assente,No
373,Nuvoloso,Assente,No
374,Nuvoloso,Assente,Sì
375,Soleggiato,Assente,Sì
376,Soleggiato,Forte,No
377,Piovoso,Debole,Sì
378,Nuvoloso,Forte,Sì
379,Soleggiato,Assente,Sì
380,Nuvoloso,Debole,Sì
381,Soleggiato,Forte,Sì
382,Soleggiato,Assente,Sì
383,Nuvoloso,Assente,Sì
384,Soleggiato,Forte,No
385,Piovoso,Assente,No
386,Nuvoloso,Assente,No
387,Soleggiato,Assente,Sì
388,Piovoso,Debole,No
389,Nuvoloso,Forte,No
390,Nuvoloso,Debole,No
391,Nuvoloso,Debole,No
392,Piovoso,Forte,No
393,Nuvoloso,Assente,No
394,Nuvoloso,Assente,Sì
395,Piovoso,Debole,No
396,Soleggiato,Assente,Sì
397,Nuvoloso,Forte,No
398,Piovoso,Debole,No
399,Nuvoloso,Assente,No
400,Nuvoloso,Debole,No
401,Nuvoloso,Assente,Sì
402,Piovoso,Forte,Sì
403,Nuvoloso,Debole,Sì
404,Nuvoloso,Forte,Sì
405,Piovoso,Assente,No
406,Piovoso,Debole,No
407,Piovoso,Assente,No
408,Piovoso,Debole,No
409,Nuvoloso,Assente,Sì
410,Soleggiato,Assente,Sì
411,Soleggiato,Debole,Sì
412,Piovoso,Debole,No
413,Soleggiato,Forte,Sì
414,Soleggiato,Assente,Sì
415,Soleggiato,Debole,Sì
416,Soleggiato,Assente,Sì
417,Soleggiato,Assente,Sì
418,Nuvoloso,Debole,No
419,Soleggiato,Debole,Sì
420,Piovoso,Assente,Sì
421,Nuvoloso,Debole,No
422,Nuvoloso,Debole,No
423,Nuvoloso,Debole,No
424,Piovoso,Assente,Sì
425,Nuvoloso,Debole,No
426,Nuvoloso,Debole,No
427,Nuvoloso,Assente,Sì
428,Nuvoloso,Forte,Sì
429,Nuvoloso,Assente,Sì
430,Nuvoloso,Assente,No
431,Soleggiato,Assente,Sì
432,Soleggiato,Assente,Sì
433,Nuvoloso,Forte,No
434,Nuvoloso,Forte,No
435,Nuvoloso,Assente,No
436,Nuvoloso,Assente,Sì
437,Soleggiato,Assente,Sì
438,Nuvoloso,Forte,No
439,Nuvoloso,Assente,No
440,Nuvoloso,Debole,Sì
441,Nuvoloso,Debole,No
442,Piovoso,Debole,Sì
443,Nuvoloso,Assente,Sì
444,Nuvoloso,Debole,No
445,Soleggiato,Debole,No
446,Soleggiato,Assente,No
447,Soleggiato,Forte,No
448,Soleggiato,Debole,Sì
449,Nuvoloso,Debole,No
450,Soleggiato,Assente,Sì
451,Soleggiato,Assente,Sì
452,Piovoso,Debole,No
453,Nuvoloso,Assente,No
454,Nuvoloso,Debole,No
455,Nuvoloso,Debole,No
456,Nuvoloso,Debole,No
457,Soleggiato,Assente,No
458,Nuvoloso,Assente,Sì
459,Soleggiato,Debole,No
460,Soleggiato,Forte,No
461,Nuvoloso,Debole,No
462,Nuvoloso,Debole,No
463,Soleggiato,Debole,Sì
