X,y
1.0,2.343366544364506
1.1275167785234899,-1.657969229422038
1.25503355704698,0.2611737791036176
1.3825503355704698,6.318433809680789
1.5100671140939599,0.6903946689585772
1.6375838926174497,-0.22419309814543067
1.7651006711409396,-7.446931711611006
1.8926174496644297,2.892341655639459
2.0201342281879198,2.1972195634234972
2.1476510067114094,9.594797106460188
2.2751677852348995,-2.9516428526173537
2.402684563758389,-0.5082752073178889
2.530201342281879,-0.5483835948690425
2.6577181208053693,5.900689217609319
2.7852348993288594,-2.6543300109280494
2.9127516778523495,-0.9740198879268285
3.040268456375839,0.47907986401893776
3.167785234899329,-1.8186322365672034
3.295302013422819,-5.175121092886869
3.422818791946309,-2.1637782234279257
3.550335570469799,2.0426553935941616
3.6778523489932886,-8.649355020545233
3.8053691275167787,-3.043205320540788
3.9328859060402688,-7.3999329337562685
4.060402684563758,1.8846291177785748
4.1879194630872485,-11.897813718549747
4.315436241610739,-7.267763598774049
4.442953020134229,-2.778370154878738
4.570469798657719,2.9719154481851238
4.697986577181208,-5.375731171136751
4.825503355704699,-8.01425266702304
4.953020134228188,3.9762551458606685
5.080536912751678,-12.860874871208736
5.208053691275168,-16.80611032001316
5.335570469798658,-3.803283454431326
5.463087248322148,-8.70490199424628
5.590604026845638,-11.492070125922021
5.718120805369128,-3.0353989715569245
5.845637583892618,-5.5494528069829325
5.973154362416108,-9.780124697307805
6.100671140939598,-13.55252870476387
6.228187919463088,-2.979995237793908
6.355704697986577,-4.28255115718656
6.483221476510067,-8.220711533662016
6.610738255033557,1.3170775976879927
6.7382550335570475,-13.457806381966336
6.8657718120805376,-15.9262835727445
6.993288590604028,-11.949473235312263
7.120805369127517,-8.909138135468764
7.248322147651007,-7.6557859748630515
7.375838926174497,-10.269938678543395
7.503355704697987,-7.494756574475496
7.630872483221477,-15.704005845784437
7.758389261744967,-2.4187608722511538
7.885906040268457,-10.239614952365528
8.013422818791947,-4.433655070247283
8.140939597315437,-8.497782664084635
8.268456375838927,-8.11891846798947
8.395973154362416,-7.745123330382604
8.523489932885907,-8.546692099242286
8.651006711409398,-7.762896267776377
8.778523489932887,-4.522022584237174
8.906040268456376,-10.376454554177213
9.033557046979867,-8.00531678252724
9.161073825503356,-12.190289209691167
9.288590604026846,-4.732299828792906
9.416107382550337,-15.506122584121854
9.543624161073826,-3.31073407705666
9.671140939597317,-12.707501162617692
9.798657718120806,-19.851862087771448
9.926174496644297,-12.2487396704125
10.053691275167786,-16.485795200126084
10.181208053691275,-9.068594335593293
10.308724832214766,-16.726207144834106
10.436241610738255,-15.88527958218128
10.563758389261746,-23.293341238620272
10.691275167785236,-16.298444347923237
10.818791946308725,-26.34758455260787
10.946308724832216,-22.33897720467694
11.073825503355705,-10.80866497431207
11.201342281879196,-10.873012629564634
11.328859060402685,-12.866000781679205
11.456375838926176,-20.01944447403533
11.583892617449665,-15.614395706884398
11.711409395973154,-15.585126789412573
11.838926174496645,-21.55021270770768
11.966442953020135,-8.432672920694449
12.093959731543626,-11.75412814443708
12.221476510067115,-17.437035634248993
12.348993288590606,-16.389060737913255
12.476510067114095,-15.672851060933382
12.604026845637584,-27.114714610577828
12.731543624161075,-18.333202348844598
12.859060402684564,-20.69851184401584
12.986577181208055,-22.48796582128666
13.114093959731544,-19.07664240402709
13.241610738255034,-8.873983473134938
13.369127516778525,-14.849476968832736
13.496644295302014,-21.100861391867006
13.624161073825505,-15.573327703957464
13.751677852348994,-11.630739595593482
13.879194630872485,-14.195623531744884
14.006711409395974,-18.71191526449309
14.134228187919463,-22.436026170407064
14.261744966442954,-15.901500881596482
14.389261744966444,-17.616465690340917
14.516778523489934,-15.299201685096241
14.644295302013424,-16.790583944610287
14.771812080536915,-14.909954544208695
14.899328859060404,-23.025169346393447
15.026845637583893,-13.953298128204214
15.154362416107384,-19.74354560069908
15.281879194630873,-10.546514428819982
15.409395973154364,-24.56003305017939
15.536912751677853,-12.625550111690533
15.664429530201344,-20.507090377988778
15.791946308724834,-24.94500948115949
15.919463087248323,-24.298623801144092
16.046979865771814,-23.67220633962932
16.174496644295303,-20.140915234433372
16.302013422818796,-19.838842694050694
16.42953020134228,-25.512795321706317
16.557046979865774,-22.957343431103574
16.684563758389263,-12.315493844524578
16.812080536912752,-14.580404954865571
16.939597315436245,-21.227777624784206
17.067114093959734,-23.410653750098604
17.194630872483224,-23.191789675133528
17.322147651006713,-20.915631612857986
17.449664429530202,-29.28845947028733
17.57718120805369,-25.652654499197265
17.704697986577184,-32.89996734925372
17.832214765100673,-22.752206534624612
17.959731543624162,-21.70361761692254
18.08724832214765,-27.546804794718348
18.21476510067114,-17.452213834556545
18.342281879194633,-31.642251133803658
18.469798657718123,-33.02657238762629
18.59731543624161,-24.773714061562554
18.7248322147651,-20.85175680908688
18.852348993288594,-17.85888503264355
18.979865771812083,-28.764219972062822
19.107382550335572,-21.26766965834688
19.23489932885906,-27.04489134079213
19.36241610738255,-27.906760660777923
19.489932885906043,-22.816599641425704
19.617449664429532,-24.164560104577202
19.74496644295302,-35.499410449350776
19.87248322147651,-20.426023083585285
20.0,-21.099543229262743
