9,362441065761878400e-02
9,558456817718286036e-02
9,757589437790167852e-02
9,959864359707421011e-02
1,016530670529493252e-01
1,037394127468109772e-01
1,058579253668316539e-01
1,080088461937915717e-01
1,101924130087610365e-01
1,124088600028394364e-01
1,146584176890436679e-01
1,169413128164340648e-01
1,192577682865657435e-01
1,216080030723479394e-01
1,239922321393922278e-01
1,264106663699268440e-01
1,288635124893504069e-01
1,313509729954950578e-01
1,338732460906655874e-01
1,364305256165160296e-01
1,390230009918219378e-01
1,416508571532025251e-01
1,443142744988401283e-01
1,470134288352440977e-01
1,497484913270960005e-01
1,525196284502138289e-01
1,553270019476629127e-01
1,581707687890393232e-01
1,610510811329460834e-01
1,639680862926742866e-01
1,669219267051001709e-01
1,699127399028007579e-01
1,729406584893853072e-01
1,760058101180358991e-01
1,791083174732426009e-01
1,822482982557149800e-01
1,854258651704449590e-01
1,886411259178897293e-01
1,918941831882395588e-01
1,951851346587271663e-01
1,985140729939322557e-01
2,018810858490256710e-01
2,052862558758966338e-01
2,087296607320956454e-01
2,122113730925249686e-01
2,157314606637988352e-01
2,192899862011936374e-01
2,228870075281008944e-01
2,265225775578915135e-01
2,301967443180940043e-01
2,339095509767858128e-01
2,376610358710901649e-01
2,414512325376681756e-01
2,452801697450894269e-01
2,491478715279620282e-01
2,530543572226972571e-01
2,569996415047815508e-01
2,609837344274220094e-01
2,650066414614329346e-01
2,690683635362222104e-01
2,731688970817373607e-01
2,773082340712256788e-01
2,814863620646623210e-01
2,857032642526961541e-01
2,899589195009619758e-01
2,942533023946065085e-01
2,985863832828719033e-01
3,029581283235833200e-01
3,073684995273808229e-01
3,118174548015399394e-01
3,163049479932226182e-01
3,208309289320010471e-01
3,253953434714947912e-01
3,299981335299682073e-01
3,346392371297283175e-01
3,393185884351695436e-01
3,440361177893137001e-01
3,487917517486909258e-01
3,535854131164144487e-01
3,584170209733029133e-01
3,632864907069032201e-01
3,681937340382769319e-01
3,731386590464107478e-01
3,781211701901172062e-01
3,831411683272981095e-01
3,881985507314423822e-01
3,932932111052411250e-01
3,984250395912023457e-01
4,035939227791540129e-01
4,087997437105334031e-01
4,140423818793610433e-01
4,193217132298077687e-01
4,246376101502657430e-01
4,299899414638466699e-01
4,353785724152294812e-01
4,408033646537942163e-01
4,462641762129809231e-01
4,517608614858212301e-01
4,572932711965992381e-01
4,628612523686042035e-01
4,684646482879456508e-01
4,741032984634113712e-01
4,797770385823545980e-01
4,854857004626062511e-01
4,912291120004166345e-01
4,970070971144388006e-01
5,028194756857755632e-01
5,086660634941189141e-01
5,145466721500213669e-01
5,204611090233466353e-01
5,264091771679544340e-01
5,323906752426870170e-01
5,384053974287279498e-01
5,444531333434170506e-01
5,505336679506150910e-01
5,566467814677114045e-01
5,627922492693910872e-01
5,689698417882711468e-01
5,751793244125357196e-01
5,814204573807018051e-01
5,876929956736556271e-01
5,939966889041120579e-01
6,003312812036523116e-01
6,066965111075048878e-01
6,130921114372406278e-01
6,195178091815655153e-01
6,259733253753917426e-01
6,324583749773835528e-01
6,389726667461765874e-01
6,455159031154754645e-01
6,520877800682407521e-01
6,586879870101852719e-01
6,653162066427957821e-01
6,719721148361132990e-01
6,786553805015015373e-01
6,853656654646387292e-01
6,921026243389710730e-01
6,988659043998785014e-01
7,056551454597885797e-01
7,124699797444979943e-01
7,193100317709471003e-01
7,261749182267029923e-01
7,330642478514086680e-01
7,399776213204511954e-01
7,469146311311094522e-01
7,538748614914367874e-01
7,608578882121376230e-01
7,678632786016948986e-01
7,748905913650041555e-01
7,819393765057700563e-01
7,890091752329169150e-01
7,960995198712641496e-01
8,032099337767177882e-01
8,103399312562182821e-01
8,174890174926900954e-01
8,246566884752276616e-01
8,318424309347549617e-01
8,390457222853807684e-01
8,462660305716780407e-01
8,535028144221045165e-01
8,607555230087705622e-01
8,680235960137683282e-01
8,753064636022480638e-01
8,826035464024472033e-01
8,899142554928403115e-01
8,972379923965969617e-01
9,045741490835068621e-01
9,119221079795364338e-01
9,192812419841569493e-01
9,266509144955965560e-01
9,340304794441324221e-01
9,414192813335547916e-01
9,488166552909050866e-01
9,562219271245910868e-01
9,636344133909648946e-01
9,710534214694430677e-01
9,784782496462347545e-01
9,859081872067312347e-01
9,933425145365990527e-01
1,000780503231611940e+00
1,008221416216233068e+00
1,015664507870961630e+00
1,023109024168433967e+00
1,030554202818260823e+00
1,037999273420573187e+00
1,045443457628230099e+00
1,052885969317634229e+00
1,060326014768087299e+00
1,067762792849600739e+00
1,075195495219073205e+00
1,082623306524720608e+00
1,090045404618649405e+00
1,097460960777427275e+00
1,104869139930523270e+00
1,112269100896446261e+00
1,119659996626420018e+00
1,127040974455415734e+00
1,134411176360338391e+00
1,141769739225175773e+00
1,149115795112882088e+00
1,156448471543775947e+00
1,163766891780210866e+00
1,171070175117265411e+00
1,178357437179201161e+00
1,185627790221408073e+00
1,192880343437564106e+00
1,200114203271715807e+00
1,207328473734981422e+00
1,214522256726569660e+00
1,221694652358791489e+00
1,228844759285752319e+00
1,235971675035379302e+00
1,243074496344455326e+00
1,250152319496301789e+00
1,257204240660774630e+00
1,264229356236197477e+00
1,271226763192879972e+00
1,278195559417852012e+00
1,285134844060437986e+00
1,292043717878297304e+00
1,298921283583555075e+00
1,305766646188634139e+00
1,312578913351414078e+00
1,319357195719325082e+00
1,326100607271994969e+00
1,332808265662061897e+00
1,339479292553769296e+00
1,346112813958954879e+00
1,352707960570054047e+00
1,359263868089737759e+00
1,365779677556803406e+00
1,372254535667948305e+00
1,378687595095050344e+00
1,385078014797598511e+00
1,391424960329904703e+00
1,397727604142748881e+00
1,403985125879101847e+00
1,410196712663597918e+00
1,416361559385409530e+00
1,422478868974210720e+00
1,428547852668909046e+00
1,434567730278839992e+00
1,440537730437129404e+00
1,446457090845933990e+00
1,452325058513294964e+00
1,458140889981330846e+00
1,463903851545527601e+00
1,469613219464885656e+00
1,475268280162695733e+00
1,480868330417739243e+00
1,486412677545712047e+00
1,491900639570691522e+00
1,497331545386476837e+00
1,502704734907652107e+00
1,508019559210238336e+00
